movie,year,genres,runtime_minutes,averagerating,numvotes,studio,domestic_gross,foreign_gross
Twenty Two,2015,"['Crime', 'Documentary', 'History']",112.0,7.5,303,CL,46800.0,0.0
Mr. X,2015,"['Action', 'Crime', 'Sci-Fi']",133.0,3.8,1515,FIP,45000.0,5000000.0
Dope,2015,"['Comedy', 'Crime', 'Drama']",103.0,7.2,76557,ORF,17500000.0,480000.0
Chronic,2015,['Drama'],93.0,6.6,2589,MR,9000.0,0.0
Krampus,2015,"['Comedy', 'Fantasy', 'Horror']",98.0,6.2,55400,Uni.,42700000.0,18800000.0
The Connection,2014,"['Documentary', 'News']",72.0,8.3,30,Drft.,191000.0,0.0
Truth,2015,"['Biography', 'Drama', 'History']",125.0,6.8,17075,SPC,2500000.0,0.0
Mohenjo Daro,2016,"['Action', 'Adventure', 'Drama']",155.0,5.8,9508,UTV,1300000.0,0.0
The Perfect Guy,2015,"['Crime', 'Drama', 'Horror']",100.0,5.6,8998,SGem,57000000.0,3200000.0
Bajrangi Bhaijaan,2015,"['Action', 'Comedy', 'Drama']",163.0,8.0,63747,Eros,8199999.0,0.0
Lazer Team,2015,"['Action', 'Comedy', 'Sci-Fi']",102.0,5.6,8727,Ampl.,1200000.0,0.0
Anna,2015,"['Crime', 'Drama', 'Thriller']",109.0,5.6,88,VE,4300.0,0.0
The Boss Baby,2017,"['Adventure', 'Animation', 'Comedy']",97.0,6.3,93730,Fox,175000000.0,353000000.0
Men & Chicken,2015,"['Comedy', 'Drama', 'Mystery']",104.0,6.7,9172,Drft.,30200.0,4600000.0
Stronger,2017,"['Biography', 'Drama']",119.0,7.0,33464,RAtt.,4200000.0,4200000.0
Microbe & Gasoline,2015,"['Adventure', 'Comedy', 'Drama']",105.0,6.7,2113,Scre.,63800.0,0.0
The Eagle Huntress,2016,"['Adventure', 'Documentary', 'Sport']",87.0,7.5,3067,SPC,3200000.0,0.0
Baby Driver,2017,"['Action', 'Crime', 'Drama']",113.0,7.6,363977,TriS,107800000.0,119100000.0
Breakup Buddies,2014,"['Comedy', 'Drama', 'Romance']",116.0,6.4,1199,CL,778000.0,188200000.0
Leave No Trace,2018,['Drama'],109.0,7.2,33804,BST,6000000.0,0.0
That Sugar Film,2014,['Documentary'],90.0,7.4,8012,Gold.,3500.0,0.0
Capture the Flag,2015,"['Adventure', 'Animation', 'Comedy']",94.0,5.9,3121,Par.,6700.0,24600000.0
Guardians of the Galaxy Vol. 2,2017,"['Action', 'Adventure', 'Comedy']",136.0,7.7,482917,BV,389800000.0,473900000.0
Flowers,2014,['Drama'],99.0,6.9,2362,MBox,61600.0,0.0
The Breadwinner,2017,"['Animation', 'Drama', 'Family']",94.0,7.7,14146,GK,312000.0,0.0
Mary Shelley,2017,"['Biography', 'Drama', 'History']",120.0,6.4,8534,IFC,109000.0,0.0
The Iron Ministry,2014,['Documentary'],82.0,6.8,209,Icar.,3200.0,0.0
Worlds Apart,2015,"['Drama', 'Romance']",113.0,7.4,7099,CLS,60300.0,0.0
The Carer,2016,"['Comedy', 'Drama']",89.0,6.5,1129,Crnth,6200.0,0.0
"Life, Animated",2016,"['Comedy', 'Documentary', 'Drama']",92.0,7.5,5078,Orch.,255000.0,0.0
The Daughter,2015,['Drama'],96.0,6.6,3949,KL,26400.0,0.0
The Space Between Us,2017,"['Adventure', 'Drama', 'Romance']",120.0,6.4,41031,STX,7900000.0,6900000.0
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"['Action', 'Adventure', 'Comedy']",112.0,6.0,77234,Par.,82100000.0,163600000.0
The Taking of Tiger Mountain,2014,"['Action', 'Adventure', 'Biography']",141.0,6.5,2456,WGUSA,229000.0,141400000.0
The Tribe,2016,"['Drama', 'Sci-Fi', 'Thriller']",97.0,4.6,340,Drft.,151000.0,0.0
Suntan,2016,['Drama'],104.0,6.6,4686,Strand,6600.0,0.0
Don't Breathe,2014,['Documentary'],86.0,6.6,43,SGem,89200000.0,67900000.0
The Lesson,2014,['Drama'],111.0,7.2,2101,FM,9000.0,0.0
In the Basement,2014,['Documentary'],81.0,6.7,2121,Strand,3600.0,0.0
Welcome to Leith,2015,['Documentary'],85.0,7.0,3512,FRun,36000.0,0.0
Mustang,2015,['Drama'],97.0,7.6,30899,Cohen,845000.0,0.0
The President,2014,['Drama'],119.0,7.3,1207,Crnth,7600.0,0.0
Queen of Earth,2015,"['Drama', 'Thriller']",90.0,6.3,5200,IFC,91200.0,0.0
Intruders,2017,"['Crime', 'Drama', 'Thriller']",90.0,4.8,15,MNE,69100.0,2900000.0
Do I Sound Gay?,2014,['Documentary'],77.0,5.6,1682,IFC,119000.0,0.0
The House That Jack Built,2018,"['Crime', 'Drama', 'Horror']",152.0,6.9,35669,IFC,88000.0,0.0
Colonia,2015,"['Drama', 'Romance', 'Thriller']",106.0,7.1,41738,Scre.,15700.0,0.0
Shaandaar,2015,"['Comedy', 'Drama', 'Romance']",144.0,3.7,4229,FIP,522000.0,7800000.0
Stray Dogs,2014,['Thriller'],99.0,5.6,39,CGld,10400.0,0.0
Hockney,2014,['Documentary'],112.0,6.7,249,FM,121000.0,0.0
Intruders,2015,"['Drama', 'Horror', 'Thriller']",90.0,5.7,10374,MNE,69100.0,2900000.0
The Handmaiden,2016,"['Drama', 'Romance', 'Thriller']",145.0,8.1,79272,Magn.,2000000.0,0.0
Gifted,2014,"['Crime', 'Drama', 'Thriller']",103.0,5.6,107,FoxS,24800000.0,18200000.0
Wonder Woman,2014,['Sci-Fi'],60.0,4.2,20,WB,412600000.0,409300000.0
The Bye Bye Man,2017,"['Drama', 'Fantasy', 'Horror']",96.0,4.3,17743,STX,22400000.0,4300000.0
Manchester by the Sea,2016,['Drama'],137.0,7.8,214557,RAtt.,47700000.0,31300000.0
Swiss Army Man,2016,"['Adventure', 'Comedy', 'Drama']",97.0,7.0,91736,A24,4200000.0,0.0
Cosmos,2015,['Drama'],103.0,5.9,1385,KL,25300.0,0.0
Citizenfour,2014,"['Biography', 'Documentary', 'Thriller']",114.0,8.1,47994,RTWC,2800000.0,202000.0
Maze Runner: The Scorch Trials,2015,"['Action', 'Sci-Fi', 'Thriller']",131.0,6.3,201143,Fox,81700000.0,230600000.0
My Golden Days,2015,['Drama'],123.0,6.8,2825,Magn.,269000.0,0.0
Toni Erdmann,2016,"['Comedy', 'Drama']",162.0,7.4,38095,SPC,1500000.0,0.0
One Day,2014,['Family'],90.0,6.2,13,Focus,13800000.0,45500000.0
The Shallows,2016,"['Drama', 'Horror', 'Thriller']",86.0,6.3,106927,Sony,55100000.0,64000000.0
Fate/Stay Night: Heaven's Feel - I. Presage Flower,2017,"['Action', 'Animation', 'Drama']",120.0,7.3,864,Fathom,194000.0,0.0
Do You Believe?,2015,['Drama'],120.0,6.1,6462,PFR,13000000.0,1400000.0
Blackway,2015,['Thriller'],90.0,5.3,7698,Electric,27100.0,0.0
Until Forever,2016,"['Drama', 'Romance']",100.0,6.4,402,Linn,35800.0,0.0
Green Room,2015,"['Horror', 'Music', 'Thriller']",95.0,7.0,90773,A24,3200000.0,0.0
"My Love, Don't Cross That River",2014,"['Documentary', 'Drama', 'Romance']",86.0,8.0,512,FM,88000.0,0.0
The Darkest Minds,2018,"['Action', 'Adventure', 'Drama']",104.0,5.7,21340,Fox,12700000.0,28400000.0
Third Person,2015,"['Documentary', 'Drama']",57.0,8.6,10,SPC,1000000.0,0.0
The Lesson,2015,"['Drama', 'Horror', 'Thriller']",97.0,4.3,1083,FM,9000.0,0.0
A Man Called Ove,2015,"['Comedy', 'Drama', 'Romance']",116.0,7.7,39163,MBox,3500000.0,0.0
Dheepan,2015,"['Crime', 'Drama']",115.0,7.2,12312,IFC,262000.0,0.0
Disorder,2015,"['Drama', 'Thriller']",98.0,6.2,5043,IFC,51900.0,0.0
Lolo,2015,['Comedy'],99.0,5.7,3262,FR,24100.0,0.0
The Purge: Election Year,2016,"['Action', 'Horror', 'Sci-Fi']",108.0,6.0,80254,Uni.,79200000.0,39400000.0
Troublemakers: The Story of Land Art,2015,"['Biography', 'Documentary', 'History']",72.0,6.5,108,FRun,29500.0,9100.0
The Forecaster,2014,"['Biography', 'Documentary']",100.0,6.8,1108,FOR,10200.0,0.0
People Places Things,2015,"['Comedy', 'Romance']",85.0,6.9,7518,TFA,67000.0,0.0
Dil Dhadakne Do,2015,"['Comedy', 'Drama', 'Romance']",170.0,6.8,12754,Eros,3100000.0,0.0
City of Gold,2018,"['Action', 'Adventure', 'Horror']",99.0,4.8,52,IFC,641000.0,0.0
The Lego Batman Movie,2017,"['Action', 'Animation', 'Comedy']",104.0,7.3,116433,WB,175800000.0,136200000.0
Things to Come,2016,['Drama'],102.0,7.0,9941,IFC,388000.0,0.0
Valley of Love,2015,['Drama'],91.0,5.9,1714,Strand,28600.0,0.0
Fantastic Beasts: The Crimes of Grindelwald,2018,"['Adventure', 'Family', 'Fantasy']",134.0,6.6,163151,WB,159600000.0,494100000.0
Cartel Land,2015,['Documentary'],100.0,7.4,16653,Orch.,704000.0,422000.0
The Ones Below,2015,"['Drama', 'Thriller']",87.0,6.1,8046,Magn.,12500.0,0.0
My Little Pony: The Movie,2017,"['Adventure', 'Animation', 'Comedy']",99.0,6.1,5133,LGF,21900000.0,38400000.0
Ixcanul,2015,['Drama'],93.0,7.2,2346,KL,295000.0,0.0
Florence Foster Jenkins,2016,"['Biography', 'Comedy', 'Drama']",111.0,6.8,44970,Par.,27400000.0,21500000.0
Dark Horse,2015,"['Documentary', 'Drama']",85.0,7.3,908,BM&DH,166000.0,0.0
Keanu,2016,"['Action', 'Comedy', 'Crime']",100.0,6.3,41560,WB (NL),20600000.0,0.0
Wiener-Dog,2016,"['Comedy', 'Drama']",88.0,5.9,8420,IFC,477000.0,0.0
Listen to Me Marlon,2015,"['Biography', 'Documentary']",103.0,8.2,6330,SHO,426000.0,0.0
Avengers: Infinity War,2018,"['Action', 'Adventure', 'Sci-Fi']",149.0,8.5,670926,BV,678800000.0,1369.5
Free Fire,2016,"['Action', 'Comedy', 'Crime']",91.0,6.4,35954,A24,1800000.0,0.0
3 Generations,2015,['Drama'],92.0,5.8,4991,Wein.,156000.0,375000.0
The Lady in the Car with Glasses and a Gun,2015,"['Drama', 'Mystery', 'Thriller']",93.0,5.5,2237,Magn.,2200.0,0.0
Don't Breathe,2016,"['Crime', 'Horror', 'Thriller']",88.0,7.1,186799,SGem,89200000.0,67900000.0
M.S. Dhoni: The Untold Story,2016,"['Biography', 'Drama', 'Sport']",184.0,7.7,28343,FIP,1800000.0,26000000.0
Red,2014,['Drama'],107.0,8.4,8,Sum.,90400000.0,108600000.0
Tunnel,2014,['Horror'],86.0,4.9,164,WGUSA,569000.0,0.0
Gringo,2016,['Drama'],80.0,4.4,10,STX,5000000.0,6000000.0
Woodlawn,2015,"['Drama', 'Sport']",123.0,6.5,6070,PFR,14400000.0,0.0
Anthropoid,2016,"['Biography', 'History', 'Thriller']",120.0,7.2,38229,BST,3000000.0,0.0
Strange Magic,2015,"['Adventure', 'Animation', 'Comedy']",99.0,5.8,9292,BV,12400000.0,1200000.0
Indignation,2016,"['Drama', 'Romance']",110.0,6.8,10557,RAtt.,3400000.0,523000.0
The People vs. Fritz Bauer,2015,"['Biography', 'Drama', 'Thriller']",105.0,7.1,3544,Cohen,288000.0,0.0
Jason Bourne,2016,"['Action', 'Thriller']",123.0,6.6,190596,Uni.,162400000.0,253100000.0
Score: A Film Music Documentary,2016,"['Documentary', 'Music']",93.0,7.5,3231,Grav.,101000.0,0.0
Molly's Game,2017,"['Biography', 'Crime', 'Drama']",140.0,7.5,104786,STX,28800000.0,30500000.0
Kung Fu Yoga,2017,"['Action', 'Adventure', 'Comedy']",107.0,5.2,7549,WGUSA,363000.0,253800000.0
Widows,2018,"['Crime', 'Drama', 'Thriller']",129.0,7.0,61615,Fox,42400000.0,33600000.0
The Wall,2017,"['Action', 'Drama', 'Thriller']",88.0,6.2,20391,RAtt.,1800000.0,2700000.0
Les Cowboys,2015,['Drama'],104.0,6.7,1774,Cohen,80800.0,0.0
In Harmony,2015,['Drama'],87.0,6.3,597,Distrib.,3100.0,0.0
Lost in Hong Kong,2015,"['Action', 'Adventure', 'Comedy']",114.0,5.4,1281,WGUSA,1300000.0,255000000.0
Hostiles,2015,"['Drama', 'Thriller']",74.0,6.6,17,ENTMP,29800000.0,0.0
Alpha,2018,"['Adventure', 'Drama', 'Family']",96.0,6.7,41882,Studio 8,35900000.0,62300000.0
Flowers,2015,"['Horror', 'Mystery', 'Thriller']",79.0,5.6,272,MBox,61600.0,0.0
The Darkest Hour,2014,"['Documentary', 'News']",52.0,6.4,8,Sum.,21400000.0,43200000.0
Beast,2015,"['Crime', 'Drama', 'Thriller']",94.0,7.4,45,RAtt.,800000.0,0.0
The Himalayas,2015,"['Adventure', 'Biography', 'Drama']",124.0,6.4,779,CJ,697000.0,49800000.0
The Void,2016,"['Horror', 'Mystery', 'Sci-Fi']",90.0,5.8,25143,Scre.,151000.0,0.0
Miracles from Heaven,2016,"['Biography', 'Drama', 'Family']",109.0,7.1,17734,TriS,61700000.0,12200000.0
Southside with You,2016,"['Biography', 'Drama', 'History']",84.0,6.3,7282,RAtt.,6300000.0,208000.0
Shin Godzilla,2016,"['Action', 'Adventure', 'Drama']",120.0,6.7,18051,FUN,1900000.0,76000000.0
The Witch,2015,"['Horror', 'Mystery']",92.0,6.8,154278,A24,25100000.0,15300000.0
The Boy and the Beast,2015,"['Action', 'Adventure', 'Animation']",119.0,7.7,16503,FUN,491000.0,0.0
The Master,2014,"['Action', 'History']",86.0,4.8,54,Wein.,16399999.0,11900000.0
The Beauty Inside,2015,"['Drama', 'Romance']",127.0,7.4,4040,WGUSA,108000.0,0.0
The Founder,2016,"['Biography', 'Drama', 'History']",115.0,7.2,97841,Wein.,12800000.0,11300000.0
Seasons,2015,['Documentary'],96.0,7.2,1302,MBox,150000.0,0.0
Wonder Woman,2016,"['Documentary', 'Drama', 'Sport']",75.0,6.9,13,WB,412600000.0,409300000.0
Embrace of the Serpent,2015,"['Adventure', 'Drama']",125.0,7.9,17377,Osci.,1300000.0,0.0
Evolution,2015,"['Drama', 'Mystery', 'Sci-Fi']",81.0,6.0,5266,IFC,24800.0,0.0
Lady Macbeth,2016,"['Drama', 'Romance']",89.0,6.8,15269,RAtt.,1100000.0,0.0
Every Thing Will Be Fine,2015,['Drama'],90.0,6.6,24,IFC,9200.0,0.0
Ladrones,2015,['Comedy'],97.0,4.9,239,LGF,3100000.0,0.0
Sweet Bean,2015,['Drama'],113.0,7.4,7184,KL,125000.0,0.0
Last Night,2014,['Comedy'],90.0,4.5,161,Trib.,99000.0,7600000.0
By the Sea,2016,['Drama'],80.0,8.0,33,Uni.,538000.0,2800000.0
Kubo and the Two Strings,2016,"['Action', 'Adventure', 'Animation']",101.0,7.8,105578,Focus,48000000.0,21900000.0
Jackpot,2015,['Comedy'],92.0,6.7,55,DR,800.0,1100000.0
Julieta,2016,"['Drama', 'Mystery', 'Romance']",99.0,7.1,24556,SPC,1500000.0,21000000.0
Being 17,2016,"['Drama', 'Romance']",116.0,7.2,4576,Strand,52700.0,0.0
They Will Have to Kill Us First,2015,['Documentary'],100.0,7.3,112,BBC,7500.0,0.0
Viva,2015,['Drama'],100.0,7.2,1476,Magn.,178000.0,0.0
Ghost in the Shell: The New Movie,2015,"['Action', 'Animation', 'Sci-Fi']",100.0,6.7,3003,FUN,101000.0,0.0
On the Road,2014,['Drama'],89.0,6.0,6,IFC,744000.0,8000000.0
Queen of Katwe,2016,"['Biography', 'Drama', 'Sport']",124.0,7.4,13039,BV,8900000.0,1500000.0
The King's Choice,2016,"['Biography', 'Drama', 'History']",133.0,7.2,5637,Gold.,113000.0,0.0
Jai Ho,2014,"['Biography', 'Documentary', 'Music']",60.0,7.6,34,Eros,1300000.0,0.0
Creed,2016,"['Crime', 'Drama']",80.0,5.8,25,WB (NL),109800000.0,63800000.0
The Joneses,2016,"['Biography', 'Documentary']",80.0,5.9,15,RAtt.,1500000.0,5500000.0
Ouija: Origin of Evil,2016,"['Drama', 'Horror', 'Mystery']",99.0,6.1,47099,Uni.,35100000.0,46600000.0
Cairo Time,2014,"['Comedy', 'Drama', 'Romance']",110.0,6.1,167,IFC,1600000.0,391000.0
The Innocents,2016,"['Drama', 'History']",115.0,7.3,7987,MBox,1100000.0,0.0
Aferim!,2015,"['Adventure', 'Comedy', 'Drama']",108.0,7.6,5795,BWP,108000.0,0.0
The Club,2015,"['Comedy', 'Drama', 'Mystery']",98.0,7.2,8163,MBox,52800.0,0.0
Three,2016,"['Action', 'Crime', 'Thriller']",88.0,5.9,1522,WGUSA,120000.0,0.0
Extraction,2015,"['Action', 'Adventure', 'Crime']",92.0,4.1,8564,LGP,16800.0,0.0
20th Century Women,2016,"['Comedy', 'Drama']",119.0,7.3,32057,A24,5700000.0,0.0
Fitoor,2016,"['Drama', 'Romance']",131.0,5.4,3883,UTV,529000.0,0.0
As I Open My Eyes,2015,['Drama'],102.0,6.8,1081,KL,31000.0,0.0
My Cousin Rachel,2017,"['Drama', 'Mystery', 'Romance']",106.0,6.0,15473,FoxS,2700000.0,6500000.0
Kedi,2016,['Documentary'],79.0,7.7,10925,Osci.,2800000.0,0.0
Neither Heaven Nor Earth,2015,"['Drama', 'Fantasy', 'Mystery']",100.0,6.3,820,FM,12800.0,0.0
Down by Love,2016,"['Biography', 'Drama', 'Romance']",110.0,5.9,1154,Distrib.,700.0,0.0
Marguerite,2015,"['Comedy', 'Drama', 'Music']",129.0,7.0,4473,Cohen,497000.0,0.0
The Measure of a Man,2015,['Drama'],91.0,6.8,5048,KL,112000.0,0.0
Paris Can Wait,2016,"['Comedy', 'Drama', 'Romance']",92.0,5.8,6416,SPC,5600000.0,0.0
Pyaar Ka Punchnama 2,2015,"['Comedy', 'Drama', 'Romance']",137.0,7.3,12820,Rel.,223000.0,0.0
C'est Si Bon,2015,"['Drama', 'Romance']",122.0,6.0,322,CJ,164000.0,0.0
Neighbors 2: Sorority Rising,2016,['Comedy'],92.0,5.7,102793,Uni.,55500000.0,52600000.0
Tag,2015,"['Action', 'Fantasy', 'Horror']",85.0,6.1,4331,WB (NL),54700000.0,23400000.0
Better Watch Out,2016,"['Comedy', 'Crime', 'Horror']",89.0,6.5,22367,WGUSA,20400.0,0.0
Porto,2016,"['Drama', 'Romance']",76.0,6.2,1370,KL,15100.0,0.0
Tomorrow,2015,['Documentary'],118.0,8.1,2817,UTMW,62500.0,0.0
Before We Go,2014,"['Documentary', 'Drama', 'News']",84.0,7.0,22,RTWC,37200.0,0.0
Fifty Shades Darker,2017,"['Drama', 'Romance']",118.0,4.6,81706,Uni.,114600000.0,267000000.0
Fatima,2015,"['Drama', 'Family']",79.0,6.4,1234,KL,50100.0,0.0
Katti Batti,2015,"['Comedy', 'Drama', 'Romance']",135.0,4.9,2484,UTV,365000.0,0.0
Certain Women,2016,['Drama'],107.0,6.3,10315,IFC,1100000.0,0.0
Paddington 2,2017,"['Adventure', 'Comedy', 'Family']",103.0,7.9,46481,WB,40900000.0,186400000.0
Fifty Shades Freed,2018,"['Drama', 'Romance', 'Thriller']",105.0,4.5,43893,Uni.,100400000.0,271500000.0
Gifted,2017,['Drama'],101.0,7.6,82426,FoxS,24800000.0,18200000.0
The House,2017,"['Comedy', 'Crime']",88.0,5.6,33365,WB (NL),25600000.0,8600000.0
Argentina,2015,"['Documentary', 'Musical']",85.0,6.7,146,FRun,14900.0,0.0
Final Portrait,2017,"['Biography', 'Comedy', 'Drama']",90.0,6.3,3841,SPC,462000.0,0.0
Why Him?,2016,['Comedy'],111.0,6.2,89628,Fox,60300000.0,57800000.0
The Meddler,2015,"['Comedy', 'Drama', 'Romance']",103.0,6.3,10629,SPC,4300000.0,0.0
Detective K: Secret of the Lost Island,2015,"['Action', 'Adventure', 'Comedy']",124.0,6.4,393,CJ,185000.0,0.0
The Treasure,2015,['Comedy'],89.0,6.7,2357,SDS,50200.0,0.0
Morgan,2016,"['Action', 'Horror', 'Sci-Fi']",92.0,5.8,35487,Fox,3900000.0,4900000.0
Overlord,2018,"['Action', 'Adventure', 'Horror']",110.0,6.7,56108,Par.,21700000.0,20000000.0
Robin Hood,2018,"['Action', 'Adventure', 'Thriller']",116.0,5.3,41588,Uni.,105300000.0,216400000.0
Dilwale,2015,"['Action', 'Comedy', 'Romance']",158.0,5.2,28990,UTV,4900000.0,0.0
White Boy Rick,2018,"['Crime', 'Drama']",111.0,6.4,16255,Studio 8,24000000.0,1900000.0
Finding Your Feet,2017,"['Comedy', 'Drama', 'Music']",111.0,6.7,4040,RAtt.,1400000.0,0.0
Buried,2011,['Thriller'],95.0,6.0,5,LGF,1000000.0,18100000.0
Miss Sloane,2016,"['Drama', 'Thriller']",132.0,7.5,52788,EC,3500000.0,5600000.0
Nocturnal Animals,2016,"['Drama', 'Thriller']",116.0,7.5,205240,Focus,10700000.0,19600000.0
Jeruzalem,2015,['Horror'],94.0,4.7,7627,EpicPics,11300.0,0.0
Darkest Hour,2017,"['Biography', 'Drama', 'History']",125.0,7.4,136546,Focus,56500000.0,94400000.0
Ae Dil Hai Mushkil,2016,"['Drama', 'Music', 'Musical']",158.0,5.8,18481,FIP,4300000.0,24100000.0
Housefull 3,2016,"['Action', 'Comedy']",140.0,5.2,6805,Eros,1300000.0,0.0
Mile 22,2018,"['Action', 'Adventure', 'Thriller']",94.0,6.1,47862,STX,36100000.0,30200000.0
A Monster with a Thousand Heads,2015,"['Drama', 'Thriller']",74.0,6.6,811,MBox,24900.0,0.0
Patriots Day,2016,"['Action', 'Crime', 'Drama']",133.0,7.4,76204,LGF,31900000.0,18700000.0
Let's Get Married,2015,"['Comedy', 'Romance']",127.0,5.6,140,CL,463000.0,0.0
Custody,2016,['Drama'],104.0,6.5,891,KL,83900.0,0.0
Klown Forever,2015,"['Comedy', 'Drama']",99.0,6.2,3485,Drft.,5700.0,0.0
The Star,2017,"['Adventure', 'Animation', 'Comedy']",86.0,6.1,5159,Sony,40900000.0,22000000.0
Chi-Raq,2015,"['Comedy', 'Crime', 'Drama']",127.0,5.7,8130,RAtt.,2700000.0,0.0
Can You Ever Forgive Me?,2018,"['Biography', 'Comedy', 'Crime']",106.0,7.2,29473,FoxS,8800000.0,0.0
Limitless,2015,"['Biography', 'Documentary']",3.0,6.7,10,Rela.,79200000.0,82600000.0
The Catcher Was a Spy,2018,"['Biography', 'Drama', 'War']",98.0,6.2,4653,IFC,725000.0,229000.0
The Silence,2015,['Drama'],91.0,7.3,206,MBox,100000.0,132000.0
The Other Side,2015,"['Documentary', 'Drama']",92.0,6.9,903,FM,8100.0,0.0
Kaili Blues,2015,"['Drama', 'Mystery']",113.0,7.3,2038,Ghop,32200.0,0.0
Boruto: Naruto the Movie,2015,"['Action', 'Adventure', 'Animation']",95.0,8.0,7105,Elev.,920000.0,0.0
Ingrid Bergman: In Her Own Words,2015,"['Biography', 'Documentary']",114.0,7.4,1750,Rialto,138000.0,0.0
Like Crazy,2016,"['Comedy', 'Drama']",116.0,7.2,7156,ParV,3400000.0,336000.0
Battle of the Sexes,2017,"['Biography', 'Comedy', 'Drama']",121.0,6.7,43245,FoxS,12600000.0,0.0
Wolves,2016,"['Drama', 'Sport']",109.0,5.6,884,KE,12100.0,0.0
Storks,2016,"['Adventure', 'Animation', 'Comedy']",87.0,6.8,50448,WB,72700000.0,110700000.0
Born in China,2016,['Documentary'],79.0,7.2,3028,BV,13900000.0,11200000.0
The Fate of the Furious,2017,"['Action', 'Crime', 'Thriller']",136.0,6.7,179774,Uni.,226000000.0,1010.0
Spider-Man: Into the Spider-Verse,2018,"['Action', 'Adventure', 'Animation']",117.0,8.5,210869,Sony,190200000.0,185300000.0
Denial,2016,"['Biography', 'Drama']",109.0,6.7,16593,BST,4099999.0,0.0
Almost Christmas,2016,"['Comedy', 'Drama']",111.0,6.1,5212,Uni.,42200000.0,422000.0
Kingsman: The Golden Circle,2017,"['Action', 'Adventure', 'Comedy']",141.0,6.8,230797,Fox,100200000.0,310700000.0
Bad Moms,2016,['Comedy'],100.0,6.2,100952,STX,113300000.0,70700000.0
Buena Vista Social Club: Adios,2017,['Documentary'],110.0,6.9,261,BG,123000.0,578000.0
All Saints,2017,['Drama'],108.0,6.0,1220,Affirm,5800000.0,140000.0
Fifty Shades of Black,2016,['Comedy'],92.0,3.5,17189,ORF,11700000.0,10500000.0
What Our Fathers Did: A Nazi Legacy,2015,"['Documentary', 'History']",96.0,7.0,1054,Osci.,40100.0,0.0
Beirut,2018,"['Drama', 'Thriller']",109.0,6.4,14988,BST,5000000.0,2500000.0
On the Basis of Sex,2018,"['Biography', 'Drama']",120.0,6.9,12083,Focus,24600000.0,13600000.0
Loving,2016,"['Biography', 'Drama', 'Romance']",123.0,7.0,28079,Focus,7800000.0,5200000.0
Walk with Me,2016,"['Drama', 'Romance', 'War']",105.0,6.6,285,Gathr,727000.0,0.0
The Innocents,2015,['Horror'],98.0,5.2,431,MBox,1100000.0,0.0
Colossal,2016,"['Comedy', 'Drama', 'Fantasy']",109.0,6.2,50856,Neon,3000000.0,0.0
Collateral Beauty,2016,"['Drama', 'Romance']",97.0,6.8,78764,WB (NL),31000000.0,57500000.0
Loving Pablo,2017,"['Action', 'Biography', 'Crime']",123.0,6.3,13988,Uni.,22000.0,0.0
Lion,2015,"['Action', 'Drama', 'Romance']",143.0,3.6,282,Wein.,51700000.0,88600000.0
The Death of Stalin,2017,"['Comedy', 'Drama', 'History']",107.0,7.2,63156,IFC,8000000.0,16600000.0
Railroad Tigers,2016,"['Action', 'Comedy', 'War']",124.0,5.9,3208,WGUSA,218000.0,102000000.0
Arabian Nights: Volume 2 - The Desolate One,2015,['Drama'],131.0,7.2,1172,KL,6400.0,0.0
Arabian Nights: Volume 3 - The Enchanted One,2015,['Drama'],125.0,6.5,928,KL,4500.0,0.0
Back to the Jurassic,2015,['Animation'],86.0,5.0,300,CJ,4400.0,0.0
It Comes at Night,2017,"['Horror', 'Mystery']",91.0,6.2,69039,A24,14000000.0,5300000.0
Salut d'Amour,2015,"['Drama', 'Romance']",112.0,7.3,342,CJ,22500.0,0.0
Northern Limit Line,2015,"['Drama', 'War']",130.0,6.6,870,WGUSA,338000.0,0.0
The Sitter,2017,['Horror'],97.0,4.0,250,Fox,30400000.0,4500000.0
Neruda,2016,"['Biography', 'Crime', 'Drama']",107.0,6.9,8062,Orch.,939000.0,0.0
Hunt for the Wilderpeople,2016,"['Adventure', 'Comedy', 'Drama']",101.0,7.9,87532,Orch.,5200000.0,0.0
Believe,2016,['Drama'],119.0,5.0,338,ORF,6200000.0,0.0
Bumblebee,2018,"['Action', 'Adventure', 'Sci-Fi']",114.0,6.9,94155,Par.,127200000.0,340800000.0
Mr. Six,2015,"['Action', 'Drama']",134.0,7.1,2838,CL,1400000.0,137800000.0
Early Man,2018,"['Adventure', 'Animation', 'Comedy']",89.0,6.1,15882,LGF,8300000.0,46400000.0
Personal Shopper,2016,"['Drama', 'Horror', 'Mystery']",105.0,6.1,30636,IFC,1300000.0,0.0
on the way to school,2015,"['Biography', 'Documentary']",37.0,8.9,8,Distrib.,7400.0,0.0
From Afar,2015,"['Drama', 'Romance']",93.0,6.6,3023,Strand,30200.0,0.0
Slack Bay,2016,['Comedy'],122.0,6.0,3585,KL,113000.0,0.0
Book Club,2015,['Documentary'],72.0,6.6,9,Par.,68600000.0,0.0
A Cure for Wellness,2016,"['Drama', 'Fantasy', 'Horror']",146.0,6.4,70941,Fox,8100000.0,18500000.0
The Last King,2016,"['Action', 'Adventure', 'Drama']",99.0,6.1,5633,Magn.,8900.0,0.0
The Call,2014,['Thriller'],109.0,6.6,5,TriS,51900000.0,16700000.0
